country,state,county,lat,lng,type,measure,beds,population,year,source,source_url,beds_per_1000
US,AK,fairbanks north star,63.588753,-154.493062,ICU,1000HAB,0.12996,100031,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0012991972488528556
US,AK,haines,63.588753,-154.493062,ICU,1000HAB,0.0,2537,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,hoonah-angoon,63.588753,-154.493062,ICU,1000HAB,0.0,2146,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,juneau,63.588753,-154.493062,ACUTE,1000HAB,1.757415,32434,2019,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.054184343590059816
US,AK,juneau,63.588753,-154.493062,ICU,1000HAB,0.277487,32434,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.008555435653943393
US,AK,kenai peninsula,63.588753,-154.493062,ACUTE,1000HAB,2.656959,57961,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.04584046168975691
US,AK,kenai peninsula,63.588753,-154.493062,ICU,1000HAB,0.862649,57961,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.014883266334259244
US,AK,ketchikan gateway,63.588753,-154.493062,ICU,1000HAB,3.928701,13745,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.2858276464168789
US,AK,kodiak island borough,63.588753,-154.493062,ICU,1000HAB,0.0,13773,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,kusilvak,63.588753,-154.493062,ICU,1000HAB,0.0,8129,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,lake and peninsula,63.588753,-154.493062,ICU,1000HAB,0.0,1301,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,matanuska-susitna,63.588753,-154.493062,ACUTE,1000HAB,0.731695,101135,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.007234834626983735
US,AK,matanuska-susitna,63.588753,-154.493062,ICU,1000HAB,0.138429,101135,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0013687546348939536
US,AK,nome,63.588753,-154.493062,ACUTE,1000HAB,3.647786,9869,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.36962063025635833
US,AK,nome,63.588753,-154.493062,ICU,1000HAB,0.0,9869,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,north slope borough,63.588753,-154.493062,ICU,1000HAB,2.04981,9757,2019,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.21008609203648662
US,AK,northwest arctic borough,63.588753,-154.493062,ICU,1000HAB,2.2035,7715,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.28561244329228774
US,AK,petersburg borough,63.588753,-154.493062,ICU,1000HAB,0.0,3275,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,prince of wales-hyder,63.588753,-154.493062,ICU,1000HAB,0.0,6473,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,sitka borough,63.588753,-154.493062,ICU,1000HAB,0.0,8810,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,skagway municipality,63.588753,-154.493062,ICU,1000HAB,0.0,1038,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,southeast fairbanks,63.588753,-154.493062,ICU,1000HAB,0.0,6889,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,valdez-cordova,63.588753,-154.493062,ICU,1000HAB,0.0,9439,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,wrangell city and borough,63.588753,-154.493062,ICU,1000HAB,0.0,2475,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,yakutat city and borough,63.588753,-154.493062,ICU,1000HAB,0.0,682,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AK,yukon-koyukuk,63.588753,-154.493062,ICU,1000HAB,0.0,5453,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,autauga,32.318231,-86.902298,ACUTE,1000HAB,1.544444,55036,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.028062431862780724
US,AL,autauga,32.318231,-86.902298,ICU,1000HAB,0.10902,55036,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0019808852387528165
US,AL,baldwin,32.318231,-86.902298,ACUTE,1000HAB,1.632573,203360,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.008027994689221085
US,AL,baldwin,32.318231,-86.902298,ICU,1000HAB,0.250787,203360,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0012332169551534224
US,AL,baldwin,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.324548,203360,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0015959284028324154
US,AL,barbour,32.318231,-86.902298,ACUTE,1000HAB,2.82432,26201,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.10779435899393154
US,AL,barbour,32.318231,-86.902298,ICU,1000HAB,0.190832,26201,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0072833861303003705
US,AL,bibb,32.318231,-86.902298,ACUTE,1000HAB,1.550044,22580,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.06864676705048715
US,AL,bibb,32.318231,-86.902298,ICU,1000HAB,0.0,22580,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,blount,32.318231,-86.902298,ICU,1000HAB,0.693638,57667,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.012028335096328922
US,AL,bullock,32.318231,-86.902298,ACUTE,1000HAB,5.821722,10478,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.5556138576064135
US,AL,bullock,32.318231,-86.902298,ICU,1000HAB,0.0,10478,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,butler,32.318231,-86.902298,ACUTE,1000HAB,4.670575,20126,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.232066729603498
US,AL,butler,32.318231,-86.902298,ICU,1000HAB,0.347809,20126,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.017281576070754246
US,AL,calhoun,32.318231,-86.902298,ACUTE,1000HAB,4.778104,115527,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.04135919741705402
US,AL,calhoun,32.318231,-86.902298,ICU,1000HAB,0.207744,115527,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0017982289854319771
US,AL,calhoun,32.318231,-86.902298,OTHER,1000HAB,0.328927,115527,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.002847187237615449
US,AL,chambers,32.318231,-86.902298,ACUTE,1000HAB,3.392831,33895,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.10009827408172298
US,AL,chambers,32.318231,-86.902298,ICU,1000HAB,0.0,33895,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,cherokee,32.318231,-86.902298,ACUTE,1000HAB,2.320634,25855,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.08975571456198028
US,AL,cherokee,32.318231,-86.902298,ICU,1000HAB,0.0,25855,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,chilton,32.318231,-86.902298,ACUTE,1000HAB,0.59354,43805,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.013549594795114712
US,AL,chilton,32.318231,-86.902298,ICU,1000HAB,0.136971,43805,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.003126834836205913
US,AL,choctaw,32.318231,-86.902298,ICU,1000HAB,1.895663,13188,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.14374150743099787
US,AL,clarke,32.318231,-86.902298,ACUTE,1000HAB,3.451777,24625,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.1401736852791878
US,AL,clarke,32.318231,-86.902298,ICU,1000HAB,0.0,24625,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,clay,32.318231,-86.902298,ACUTE,1000HAB,3.356456,13407,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.25035101066606996
US,AL,clay,32.318231,-86.902298,ICU,1000HAB,0.298352,13407,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.022253449690460208
US,AL,cleburne,32.318231,-86.902298,ICU,1000HAB,0.0,14939,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,coffee,32.318231,-86.902298,ACUTE,1000HAB,2.564956,51073,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.05022136941240969
US,AL,coffee,32.318231,-86.902298,ICU,1000HAB,0.137059,51073,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0026835901552679496
US,AL,colbert,32.318231,-86.902298,ACUTE,1000HAB,6.668504,54435,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.12250397722053825
US,AL,colbert,32.318231,-86.902298,ICU,1000HAB,0.404152,54435,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.007424487921374116
US,AL,conecuh,32.318231,-86.902298,ACUTE,1000HAB,4.585343,12649,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.36250636413945764
US,AL,conecuh,32.318231,-86.902298,ICU,1000HAB,0.0,12649,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,coosa,32.318231,-86.902298,ICU,1000HAB,0.0,10955,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,covington,32.318231,-86.902298,ACUTE,1000HAB,5.597164,37519,2016,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.14918212105866363
US,AL,covington,32.318231,-86.902298,ICU,1000HAB,0.346491,37519,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.009235080892347878
US,AL,crenshaw,32.318231,-86.902298,ACUTE,1000HAB,4.687725,13866,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.33807334487234963
US,AL,crenshaw,32.318231,-86.902298,ICU,1000HAB,0.0,13866,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,crenshaw,32.318231,-86.902298,PSYCHIATRIC,1000HAB,2.019328,13866,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.14563161690465887
US,AL,cullman,32.318231,-86.902298,ACUTE,1000HAB,1.774721,81703,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.021721613649437598
US,AL,cullman,32.318231,-86.902298,ICU,1000HAB,0.146873,81703,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0017976451293098175
US,AL,cullman,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.489578,81703,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.005992166750302927
US,AL,dale,32.318231,-86.902298,ACUTE,1000HAB,1.801875,49393,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.03648037171259085
US,AL,dale,32.318231,-86.902298,ICU,1000HAB,0.121475,49393,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.002459356588990343
US,AL,dallas,32.318231,-86.902298,ACUTE,1000HAB,4.293952,40755,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.10536012759170653
US,AL,dallas,32.318231,-86.902298,ICU,1000HAB,0.441664,40755,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.010837050668629616
US,AL,dekalb,32.318231,-86.902298,ACUTE,1000HAB,1.882181,71194,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.026437354271427366
US,AL,dekalb,32.318231,-86.902298,ICU,1000HAB,0.168554,71194,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0023675309717110992
US,AL,elmore,32.318231,-86.902298,ACUTE,1000HAB,1.703935,80989,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.02103909172850634
US,AL,elmore,32.318231,-86.902298,ICU,1000HAB,0.061737,80989,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0007622887058736372
US,AL,escambia,32.318231,-86.902298,ACUTE,1000HAB,3.774488,37621,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.10032928417639084
US,AL,escambia,32.318231,-86.902298,ICU,1000HAB,0.372133,37621,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.009891629674915605
US,AL,etowah,32.318231,-86.902298,ACUTE,1000HAB,6.079587,103132,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.05894956948376838
US,AL,etowah,32.318231,-86.902298,ICU,1000HAB,0.542993,103132,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.005265029282860799
US,AL,etowah,32.318231,-86.902298,OTHER,1000HAB,0.426638,103132,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.004136814955590894
US,AL,etowah,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.659349,103132,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.006393253306442229
US,AL,fayette,32.318231,-86.902298,ACUTE,1000HAB,3.662124,16657,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.21985495587440715
US,AL,fayette,32.318231,-86.902298,ICU,1000HAB,0.720418,16657,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.043250165095755536
US,AL,franklin,32.318231,-86.902298,ACUTE,1000HAB,3.173898,31507,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.100736280826483
US,AL,franklin,32.318231,-86.902298,ICU,1000HAB,0.793474,31507,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.02518405433713143
US,AL,geneva,32.318231,-86.902298,ACUTE,1000HAB,3.123589,26572,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.11755189673340358
US,AL,geneva,32.318231,-86.902298,ICU,1000HAB,0.225802,26572,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.008497741984043355
US,AL,greene,32.318231,-86.902298,ACUTE,1000HAB,2.343842,8533,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.2746797140513301
US,AL,greene,32.318231,-86.902298,ICU,1000HAB,0.0,8533,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,hale,32.318231,-86.902298,ACUTE,1000HAB,2.600867,14995,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.17344894964988328
US,AL,hale,32.318231,-86.902298,ICU,1000HAB,0.0,14995,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,henry,32.318231,-86.902298,ICU,1000HAB,0.0,17110,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,houston,32.318231,-86.902298,ACUTE,1000HAB,6.291543,104108,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.060432848580320435
US,AL,houston,32.318231,-86.902298,ICU,1000HAB,0.633957,104108,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.006089416759518961
US,AL,houston,32.318231,-86.902298,OTHER,1000HAB,0.854881,104108,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.008211482306835211
US,AL,houston,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.365006,104108,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.003506032197333538
US,AL,jackson,32.318231,-86.902298,ACUTE,1000HAB,3.248863,52326,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.06208888506669725
US,AL,jackson,32.318231,-86.902298,ICU,1000HAB,0.19111,52326,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0036522952260826355
US,AL,jefferson,32.318231,-86.902298,ACUTE,1000HAB,6.672126,659460,2017,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.010117559821672277
US,AL,jefferson,32.318231,-86.902298,ICU,1000HAB,0.714221,659460,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0010830391532465958
US,AL,jefferson,32.318231,-86.902298,OTHER,1000HAB,1.129712,659460,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0017130864646832257
US,AL,jefferson,32.318231,-86.902298,PSYCHIATRIC,1000HAB,0.142541,659460,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0002161480605343766
US,AL,lamar,32.318231,-86.902298,ICU,1000HAB,0.0,14021,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,lauderdale,32.318231,-86.902298,ACUTE,1000HAB,3.866508,92590,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.04175945566475862
US,AL,lauderdale,32.318231,-86.902298,ICU,1000HAB,0.518415,92590,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0055990387730856465
US,AL,lawrence,32.318231,-86.902298,ACUTE,1000HAB,2.944004,33288,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.08844039894256189
US,AL,lawrence,32.318231,-86.902298,ICU,1000HAB,0.180245,33288,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.005414714011055035
US,AL,lee,32.318231,-86.902298,ACUTE,1000HAB,2.005147,156597,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.012804504556281411
US,AL,lee,32.318231,-86.902298,ICU,1000HAB,0.178803,156597,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0011418034828253414
US,AL,limestone,32.318231,-86.902298,ACUTE,1000HAB,0.774306,91695,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.008444364469164077
US,AL,limestone,32.318231,-86.902298,ICU,1000HAB,0.109057,91695,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0011893451115109876
US,AL,limestone,32.318231,-86.902298,OTHER,1000HAB,0.338077,91695,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0,0.0036869731174000763
US,AL,lowndes,32.318231,-86.902298,ICU,1000HAB,0.0,10362,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
US,AL,macon,32.318231,-86.902298,ICU,1000HAB,0.0,19358,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/,0.0
